instrument_id,da_bsapr_indicator,common_da_specific,replicable_to,ref_period
DE_A20_LOAN_00489,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00490,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00491,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00492,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00493,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00494,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00495,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00496,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00497,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00498,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00499,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00500,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00501,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00502,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00503,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00504,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00505,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00506,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00507,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00508,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00509,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00510,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00511,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00512,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00513,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00514,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00515,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00516,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00517,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00518,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00519,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00520,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00521,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00522,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00523,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00524,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00525,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00526,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00527,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00528,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00529,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00530,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00531,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00532,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00533,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00534,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00535,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00536,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00537,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00538,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00539,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00540,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00541,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00542,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00543,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00544,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00545,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00546,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00547,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00548,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00549,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00550,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00551,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00552,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00553,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00554,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00555,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00556,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00557,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00558,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00559,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00560,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00561,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00562,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00563,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00564,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00565,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00566,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00567,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00568,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00569,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00570,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00571,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00572,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00573,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00574,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00575,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00576,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00577,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00578,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00579,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00580,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00581,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00582,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00583,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00584,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00585,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00586,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00587,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00588,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00589,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00590,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00591,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00592,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00593,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00594,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00595,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00596,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00597,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00598,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00599,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00600,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00601,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00602,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00603,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00604,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00605,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00606,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00607,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00608,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00609,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00610,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00611,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00612,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00613,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00614,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00615,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00616,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00617,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00618,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00619,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00620,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00621,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00622,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00623,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00624,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00625,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00626,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00627,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00628,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00629,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00630,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00631,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00632,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00633,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00634,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00635,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00636,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00637,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00638,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00639,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00640,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00641,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00642,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00643,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00644,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00645,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00646,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00647,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00648,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00649,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00650,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00651,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00652,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00653,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00654,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00655,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00656,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00657,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00658,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00659,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00660,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00661,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00662,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00663,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00664,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00665,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00666,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00667,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00668,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00669,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00670,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00671,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00672,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00673,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00674,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00675,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00676,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00677,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00678,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00679,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00680,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00681,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00682,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00683,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00684,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00685,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00686,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00687,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00688,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00689,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00690,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00691,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00692,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00693,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00694,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00695,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00696,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00697,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00698,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00699,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00700,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00701,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00702,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00703,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00704,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00705,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00706,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00707,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00708,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00709,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00710,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00711,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00712,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00713,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00714,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00715,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00716,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00717,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00718,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00719,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00720,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00721,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00722,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00723,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00724,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00725,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00726,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00727,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00728,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00729,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00730,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00731,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00732,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00733,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
