instrument_id,party_id,protection_id,BS_ITEM,BS_COUNT_SECTOR,outstanding_nominal_amount,ref_period,instrument_type,currency
DE_A20_LOAN_00491,DE_PARTY_00054,PROT_00177,A20,1000,2744.44,2023-12,LOAN,EUR
DE_A20_LOAN_00492,DE_PARTY_00175,PROT_00301,A20,1000,1182.97,2023-12,LOAN,EUR
DE_A20_LOAN_00493,DE_PARTY_00064,PROT_00154,A20,1000,673.57,2023-12,LOAN,EUR
DE_A20_LOAN_00494,DE_PARTY_00171,PROT_00328,A20,1000,2816.47,2023-12,LOAN,EUR
DE_A20_LOAN_00495,DE_PARTY_00027,PROT_00493,A20,1000,1560.42,2023-12,LOAN,EUR
DE_A20_LOAN_00496,DE_PARTY_00091,PROT_00218,A20,1000,606.08,2023-12,LOAN,EUR
DE_A20_LOAN_00497,DE_PARTY_00200,PROT_00354,A20,1000,1007.43,2023-12,LOAN,EUR
DE_A20_LOAN_00498,DE_PARTY_00144,PROT_00129,A20,1000,667.8,2023-12,LOAN,EUR
DE_A20_LOAN_00499,DE_PARTY_00105,PROT_00234,A20,1000,492.59,2023-12,LOAN,EUR
DE_A20_LOAN_00500,DE_PARTY_00159,PROT_00433,A20,1000,1968.59,2023-12,LOAN,EUR
DE_A20_LOAN_00501,DE_PARTY_00192,PROT_00155,A20,1000,3551.11,2023-12,LOAN,EUR
DE_A20_LOAN_00502,DE_PARTY_00040,PROT_00102,A20,1000,487.96,2023-12,LOAN,EUR
DE_A20_LOAN_00503,DE_PARTY_00061,PROT_00197,A20,1000,1583.11,2023-12,LOAN,EUR
DE_A20_LOAN_00504,DE_PARTY_00042,PROT_00437,A20,1000,764.31,2023-12,LOAN,EUR
DE_A20_LOAN_00505,DE_PARTY_00046,PROT_00248,A20,1000,843.1,2023-12,LOAN,EUR
DE_A20_LOAN_00506,DE_PARTY_00106,PROT_00055,A20,1000,791.5,2023-12,LOAN,EUR
DE_A20_LOAN_00507,DE_PARTY_00007,PROT_00122,A20,1000,672.48,2023-12,LOAN,EUR
DE_A20_LOAN_00508,DE_PARTY_00046,PROT_00196,A20,1000,1162.67,2023-12,LOAN,EUR
DE_A20_LOAN_00509,DE_PARTY_00189,PROT_00293,A20,1000,685.94,2023-12,LOAN,EUR
DE_A20_LOAN_00510,DE_PARTY_00086,PROT_00184,A20,1000,1328.28,2023-12,LOAN,EUR
DE_A20_LOAN_00511,DE_PARTY_00106,PROT_00295,A20,1000,1095.78,2023-12,LOAN,EUR
DE_A20_LOAN_00512,DE_PARTY_00172,PROT_00152,A20,1000,978.48,2023-12,LOAN,EUR
DE_A20_LOAN_00513,DE_PARTY_00189,PROT_00359,A20,1000,655.13,2023-12,LOAN,EUR
DE_A20_LOAN_00514,DE_PARTY_00064,PROT_00152,A20,1000,798.95,2023-12,LOAN,EUR
DE_A20_LOAN_00515,DE_PARTY_00069,PROT_00012,A20,1000,1776.85,2023-12,LOAN,EUR
DE_A20_LOAN_00516,DE_PARTY_00041,PROT_00425,A20,1000,1525.25,2023-12,LOAN,EUR
DE_A20_LOAN_00517,DE_PARTY_00180,PROT_00338,A20,1000,628.18,2023-12,LOAN,EUR
DE_A20_LOAN_00518,DE_PARTY_00028,PROT_00203,A20,1000,1198.67,2023-12,LOAN,EUR
DE_A20_LOAN_00519,DE_PARTY_00098,PROT_00141,A20,1000,1772.59,2023-12,LOAN,EUR
DE_A20_LOAN_00520,DE_PARTY_00010,PROT_00005,A20,1000,414.77,2023-12,LOAN,EUR
DE_A20_LOAN_00521,DE_PARTY_00121,PROT_00290,A20,1000,1564.59,2023-12,LOAN,EUR
DE_A20_LOAN_00522,DE_PARTY_00057,PROT_00443,A20,1000,758.84,2023-12,LOAN,EUR
DE_A20_LOAN_00523,DE_PARTY_00052,PROT_00352,A20,1000,1590.37,2023-12,LOAN,EUR
DE_A20_LOAN_00524,DE_PARTY_00118,PROT_00399,A20,1000,714.38,2023-12,LOAN,EUR
DE_A20_LOAN_00525,DE_PARTY_00090,PROT_00382,A20,1000,382.39,2023-12,LOAN,EUR
DE_A20_LOAN_00526,DE_PARTY_00079,PROT_00499,A20,1000,425.32,2023-12,LOAN,EUR
DE_A20_LOAN_00527,DE_PARTY_00059,PROT_00026,A20,1000,1162.37,2023-12,LOAN,EUR
DE_A20_LOAN_00528,DE_PARTY_00058,PROT_00467,A20,1000,1319.75,2023-12,LOAN,EUR
DE_A20_LOAN_00529,DE_PARTY_00007,PROT_00311,A20,1000,656.4,2023-12,LOAN,EUR
DE_A20_LOAN_00530,DE_PARTY_00169,PROT_00382,A20,1000,1656.6,2023-12,LOAN,EUR
DE_A20_LOAN_00531,DE_PARTY_00050,PROT_00255,A20,1000,416.74,2023-12,LOAN,EUR
DE_A20_LOAN_00532,DE_PARTY_00103,PROT_00427,A20,1000,1085.41,2023-12,LOAN,EUR
DE_A20_LOAN_00533,DE_PARTY_00085,PROT_00463,A20,1000,546.07,2023-12,LOAN,EUR
DE_A20_LOAN_00534,DE_PARTY_00072,PROT_00463,A20,1000,763.77,2023-12,LOAN,EUR
DE_A20_LOAN_00535,DE_PARTY_00018,PROT_00147,A20,1000,1161.89,2023-12,LOAN,EUR
DE_A20_LOAN_00536,DE_PARTY_00198,PROT_00398,A20,1000,673.92,2023-12,LOAN,EUR
DE_A20_LOAN_00537,DE_PARTY_00072,PROT_00410,A20,1000,896.62,2023-12,LOAN,EUR
DE_A20_LOAN_00538,DE_PARTY_00090,PROT_00118,A20,1000,2065.53,2023-12,LOAN,EUR
DE_A20_LOAN_00539,DE_PARTY_00165,PROT_00311,A20,1000,798.9,2023-12,LOAN,EUR
DE_A20_LOAN_00540,DE_PARTY_00131,PROT_00411,A20,1000,1864.56,2023-12,LOAN,EUR
DE_A20_LOAN_00541,DE_PARTY_00103,PROT_00181,A20,1000,573.38,2023-12,LOAN,EUR
DE_A20_LOAN_00542,DE_PARTY_00174,PROT_00113,A20,1000,1551.92,2023-12,LOAN,EUR
DE_A20_LOAN_00543,DE_PARTY_00138,PROT_00326,A20,1000,2681.97,2023-12,LOAN,EUR
DE_A20_LOAN_00544,DE_PARTY_00085,PROT_00098,A20,1000,256.31,2023-12,LOAN,EUR
DE_A20_LOAN_00545,DE_PARTY_00008,PROT_00318,A20,1000,700.1,2023-12,LOAN,EUR
DE_A20_LOAN_00546,DE_PARTY_00030,PROT_00129,A20,1000,1596.56,2023-12,LOAN,EUR
DE_A20_LOAN_00547,DE_PARTY_00067,PROT_00348,A20,1000,999.78,2023-12,LOAN,EUR
DE_A20_LOAN_00548,DE_PARTY_00046,PROT_00387,A20,1000,1411.0,2023-12,LOAN,EUR
DE_A20_LOAN_00549,DE_PARTY_00149,PROT_00370,A20,1000,786.01,2023-12,LOAN,EUR
DE_A20_LOAN_00550,DE_PARTY_00068,PROT_00393,A20,1000,1189.54,2023-12,LOAN,EUR
DE_A20_LOAN_00551,DE_PARTY_00010,PROT_00338,A20,1000,1028.6,2023-12,LOAN,EUR
DE_A20_LOAN_00552,DE_PARTY_00028,PROT_00349,A20,1000,2275.68,2023-12,LOAN,EUR
DE_A20_LOAN_00553,DE_PARTY_00153,PROT_00430,A20,1000,1315.56,2023-12,LOAN,EUR
DE_A20_LOAN_00554,DE_PARTY_00112,PROT_00071,A20,1000,1382.88,2023-12,LOAN,EUR
DE_A20_LOAN_00555,DE_PARTY_00089,PROT_00322,A20,1000,882.04,2023-12,LOAN,EUR
DE_A20_LOAN_00556,DE_PARTY_00187,PROT_00050,A20,1000,842.86,2023-12,LOAN,EUR
DE_A20_LOAN_00557,DE_PARTY_00081,PROT_00463,A20,1000,871.16,2023-12,LOAN,EUR
DE_A20_LOAN_00558,DE_PARTY_00112,PROT_00322,A20,1000,1430.87,2023-12,LOAN,EUR
DE_A20_LOAN_00559,DE_PARTY_00156,PROT_00331,A20,1000,877.23,2023-12,LOAN,EUR
DE_A20_LOAN_00560,DE_PARTY_00131,PROT_00021,A20,1000,1343.76,2023-12,LOAN,EUR
DE_A20_LOAN_00561,DE_PARTY_00030,PROT_00159,A20,1000,3922.97,2023-12,LOAN,EUR
DE_A20_LOAN_00562,DE_PARTY_00099,PROT_00404,A20,1000,1904.62,2023-12,LOAN,EUR
DE_A20_LOAN_00563,DE_PARTY_00148,PROT_00226,A20,1000,928.67,2023-12,LOAN,EUR
DE_A20_LOAN_00564,DE_PARTY_00049,PROT_00018,A20,1000,2321.79,2023-12,LOAN,EUR
DE_A20_LOAN_00565,DE_PARTY_00066,PROT_00297,A20,1000,884.06,2023-12,LOAN,EUR
DE_A20_LOAN_00566,DE_PARTY_00012,PROT_00187,A20,1000,332.45,2023-12,LOAN,EUR
DE_A20_LOAN_00567,DE_PARTY_00182,PROT_00375,A20,1000,616.78,2023-12,LOAN,EUR
DE_A20_LOAN_00568,DE_PARTY_00112,PROT_00068,A20,1000,367.56,2023-12,LOAN,EUR
DE_A20_LOAN_00569,DE_PARTY_00001,PROT_00047,A20,1000,914.57,2023-12,LOAN,EUR
DE_A20_LOAN_00570,DE_PARTY_00134,PROT_00466,A20,1000,1141.86,2023-12,LOAN,EUR
DE_A20_LOAN_00571,DE_PARTY_00138,PROT_00152,A20,1000,3087.84,2023-12,LOAN,EUR
DE_A20_LOAN_00572,DE_PARTY_00176,PROT_00168,A20,1000,1374.05,2023-12,LOAN,EUR
DE_A20_LOAN_00573,DE_PARTY_00185,PROT_00383,A20,1000,990.2,2023-12,LOAN,EUR
DE_A20_LOAN_00574,DE_PARTY_00190,PROT_00213,A20,1000,1857.54,2023-12,LOAN,EUR
DE_A20_LOAN_00575,DE_PARTY_00189,PROT_00090,A20,1000,299.67,2023-12,LOAN,EUR
DE_A20_LOAN_00576,DE_PARTY_00172,PROT_00103,A20,1000,1300.8,2023-12,LOAN,EUR
DE_A20_LOAN_00577,DE_PARTY_00051,PROT_00068,A20,1000,1793.43,2023-12,LOAN,EUR
DE_A20_LOAN_00578,DE_PARTY_00094,PROT_00403,A20,1000,465.08,2023-12,LOAN,EUR
DE_A20_LOAN_00579,DE_PARTY_00111,PROT_00277,A20,1000,2243.11,2023-12,LOAN,EUR
DE_A20_LOAN_00580,DE_PARTY_00018,PROT_00449,A20,1000,1383.63,2023-12,LOAN,EUR
DE_A20_LOAN_00581,DE_PARTY_00171,PROT_00498,A20,1000,880.24,2023-12,LOAN,EUR
DE_A20_LOAN_00582,DE_PARTY_00085,PROT_00188,A20,1000,1650.83,2023-12,LOAN,EUR
DE_A20_LOAN_00583,DE_PARTY_00160,PROT_00272,A20,1000,4410.66,2023-12,LOAN,EUR
DE_A20_LOAN_00584,DE_PARTY_00081,PROT_00257,A20,1000,1259.52,2023-12,LOAN,EUR
DE_A20_LOAN_00585,DE_PARTY_00170,PROT_00468,A20,1000,1310.67,2023-12,LOAN,EUR
DE_A20_LOAN_00586,DE_PARTY_00032,PROT_00140,A20,1000,857.27,2023-12,LOAN,EUR
DE_A20_LOAN_00587,DE_PARTY_00185,PROT_00426,A20,1000,678.21,2023-12,LOAN,EUR
DE_A20_LOAN_00588,DE_PARTY_00077,PROT_00085,A20,1000,1858.58,2023-12,LOAN,EUR
DE_A20_LOAN_00589,DE_PARTY_00130,PROT_00132,A20,1000,675.68,2023-12,LOAN,EUR
DE_A20_LOAN_00590,DE_PARTY_00080,PROT_00468,A20,1000,1178.86,2023-12,LOAN,EUR
DE_A20_LOAN_00591,DE_PARTY_00171,PROT_00423,A20,1000,847.91,2023-12,LOAN,EUR
DE_A20_LOAN_00592,DE_PARTY_00105,PROT_00484,A20,1000,1505.31,2023-12,LOAN,EUR
DE_A20_LOAN_00593,DE_PARTY_00084,PROT_00247,A20,1000,1379.62,2023-12,LOAN,EUR
DE_A20_LOAN_00594,DE_PARTY_00104,PROT_00496,A20,1000,2104.62,2023-12,LOAN,EUR
DE_A20_LOAN_00595,DE_PARTY_00179,PROT_00413,A20,1000,831.6,2023-12,LOAN,EUR
DE_A20_LOAN_00596,DE_PARTY_00076,PROT_00152,A20,1000,960.49,2023-12,LOAN,EUR
DE_A20_LOAN_00597,DE_PARTY_00142,PROT_00383,A20,1000,627.73,2023-12,LOAN,EUR
DE_A20_LOAN_00598,DE_PARTY_00033,PROT_00446,A20,1000,865.05,2023-12,LOAN,EUR
DE_A20_LOAN_00599,DE_PARTY_00050,PROT_00174,A20,1000,1416.22,2023-12,LOAN,EUR
DE_A20_LOAN_00600,DE_PARTY_00108,PROT_00412,A20,1000,1778.56,2023-12,LOAN,EUR
DE_A20_LOAN_00601,DE_PARTY_00171,PROT_00059,A20,1000,649.41,2023-12,LOAN,EUR
DE_A20_LOAN_00602,DE_PARTY_00098,PROT_00240,A20,1000,1902.89,2023-12,LOAN,EUR
DE_A20_LOAN_00603,DE_PARTY_00174,PROT_00494,A20,1000,2547.19,2023-12,LOAN,EUR
DE_A20_LOAN_00604,DE_PARTY_00192,PROT_00039,A20,1000,1447.26,2023-12,LOAN,EUR
DE_A20_LOAN_00605,DE_PARTY_00045,PROT_00073,A20,1000,3482.28,2023-12,LOAN,EUR
DE_A20_LOAN_00606,DE_PARTY_00158,PROT_00387,A20,1000,709.88,2023-12,LOAN,EUR
DE_A20_LOAN_00607,DE_PARTY_00146,PROT_00495,A20,1000,535.16,2023-12,LOAN,EUR
DE_A20_LOAN_00608,DE_PARTY_00078,PROT_00116,A20,1000,388.44,2023-12,LOAN,EUR
DE_A20_LOAN_00609,DE_PARTY_00104,PROT_00441,A20,1000,2771.08,2023-12,LOAN,EUR
DE_A20_LOAN_00610,DE_PARTY_00141,PROT_00347,A20,1000,1672.35,2023-12,LOAN,EUR
DE_A20_LOAN_00611,DE_PARTY_00001,PROT_00371,A20,1000,1092.27,2023-12,LOAN,EUR
DE_A20_LOAN_00612,DE_PARTY_00078,PROT_00346,A20,1000,1335.88,2023-12,LOAN,EUR
DE_A20_LOAN_00613,DE_PARTY_00074,PROT_00204,A20,1000,574.83,2023-12,LOAN,EUR
DE_A20_LOAN_00614,DE_PARTY_00054,PROT_00496,A20,1000,4899.14,2023-12,LOAN,EUR
DE_A20_LOAN_00615,DE_PARTY_00111,PROT_00434,A20,1000,1220.36,2023-12,LOAN,EUR
DE_A20_LOAN_00616,DE_PARTY_00149,PROT_00412,A20,1000,1205.92,2023-12,LOAN,EUR
DE_A20_LOAN_00617,DE_PARTY_00156,PROT_00286,A20,1000,1745.55,2023-12,LOAN,EUR
DE_A20_LOAN_00618,DE_PARTY_00168,PROT_00188,A20,1000,1507.14,2023-12,LOAN,EUR
DE_A20_LOAN_00619,DE_PARTY_00083,PROT_00047,A20,1000,1291.68,2023-12,LOAN,EUR
DE_A20_LOAN_00620,DE_PARTY_00120,PROT_00405,A20,1000,702.81,2023-12,LOAN,EUR
DE_A20_LOAN_00621,DE_PARTY_00114,PROT_00203,A20,1000,1498.54,2023-12,LOAN,EUR
DE_A20_LOAN_00622,DE_PARTY_00114,PROT_00008,A20,1000,3493.22,2023-12,LOAN,EUR
DE_A20_LOAN_00623,DE_PARTY_00173,PROT_00136,A20,1000,2531.63,2023-12,LOAN,EUR
DE_A20_LOAN_00624,DE_PARTY_00055,PROT_00275,A20,1000,2937.39,2023-12,LOAN,EUR
DE_A20_LOAN_00625,DE_PARTY_00131,PROT_00064,A20,1000,831.0,2023-12,LOAN,EUR
DE_A20_LOAN_00626,DE_PARTY_00122,PROT_00233,A20,1000,623.66,2023-12,LOAN,EUR
DE_A20_LOAN_00627,DE_PARTY_00189,PROT_00189,A20,1000,1047.22,2023-12,LOAN,EUR
DE_A20_LOAN_00628,DE_PARTY_00044,PROT_00345,A20,1000,1167.71,2023-12,LOAN,EUR
DE_A20_LOAN_00629,DE_PARTY_00169,PROT_00384,A20,1000,2177.38,2023-12,LOAN,EUR
DE_A20_LOAN_00630,DE_PARTY_00022,PROT_00345,A20,1000,409.07,2023-12,LOAN,EUR
DE_A20_LOAN_00631,DE_PARTY_00073,PROT_00135,A20,1000,2827.35,2023-12,LOAN,EUR
DE_A20_LOAN_00632,DE_PARTY_00132,PROT_00300,A20,1000,1027.17,2023-12,LOAN,EUR
DE_A20_LOAN_00633,DE_PARTY_00170,PROT_00196,A20,1000,874.14,2023-12,LOAN,EUR
DE_A20_LOAN_00634,DE_PARTY_00163,PROT_00422,A20,1000,615.3,2023-12,LOAN,EUR
DE_A20_LOAN_00635,DE_PARTY_00159,PROT_00327,A20,1000,418.41,2023-12,LOAN,EUR
DE_A20_LOAN_00636,DE_PARTY_00086,PROT_00482,A20,1000,1850.6,2023-12,LOAN,EUR
DE_A20_LOAN_00637,DE_PARTY_00024,PROT_00191,A20,1000,1180.1,2023-12,LOAN,EUR
DE_A20_LOAN_00638,DE_PARTY_00193,PROT_00056,A20,1000,520.81,2023-12,LOAN,EUR
DE_A20_LOAN_00639,DE_PARTY_00061,PROT_00346,A20,1000,519.21,2023-12,LOAN,EUR
DE_A20_LOAN_00640,DE_PARTY_00173,PROT_00120,A20,1000,923.24,2023-12,LOAN,EUR
DE_A20_LOAN_00641,DE_PARTY_00080,PROT_00242,A20,1000,3074.13,2023-12,LOAN,EUR
DE_A20_LOAN_00642,DE_PARTY_00058,PROT_00013,A20,1000,966.43,2023-12,LOAN,EUR
DE_A20_LOAN_00643,DE_PARTY_00051,PROT_00318,A20,1000,458.28,2023-12,LOAN,EUR
DE_A20_LOAN_00644,DE_PARTY_00038,PROT_00453,A20,1000,974.49,2023-12,LOAN,EUR
DE_A20_LOAN_00645,DE_PARTY_00007,PROT_00483,A20,1000,958.85,2023-12,LOAN,EUR
DE_A20_LOAN_00646,DE_PARTY_00012,PROT_00288,A20,1000,223.91,2023-12,LOAN,EUR
DE_A20_LOAN_00647,DE_PARTY_00063,PROT_00168,A20,1000,1093.12,2023-12,LOAN,EUR
DE_A20_LOAN_00648,DE_PARTY_00122,PROT_00469,A20,1000,983.19,2023-12,LOAN,EUR
DE_A20_LOAN_00649,DE_PARTY_00157,PROT_00313,A20,1000,1714.86,2023-12,LOAN,EUR
DE_A20_LOAN_00650,DE_PARTY_00197,PROT_00114,A20,1000,3424.59,2023-12,LOAN,EUR
DE_A20_LOAN_00651,DE_PARTY_00019,PROT_00332,A20,1000,2220.09,2023-12,LOAN,EUR
DE_A20_LOAN_00652,DE_PARTY_00117,PROT_00033,A20,1000,961.05,2023-12,LOAN,EUR
DE_A20_LOAN_00653,DE_PARTY_00107,PROT_00326,A20,1000,581.41,2023-12,LOAN,EUR
DE_A20_LOAN_00654,DE_PARTY_00162,PROT_00422,A20,1000,5288.98,2023-12,LOAN,EUR
DE_A20_LOAN_00655,DE_PARTY_00148,PROT_00238,A20,1000,1170.16,2023-12,LOAN,EUR
DE_A20_LOAN_00656,DE_PARTY_00050,PROT_00466,A20,1000,1138.79,2023-12,LOAN,EUR
DE_A20_LOAN_00657,DE_PARTY_00184,PROT_00359,A20,1000,1113.08,2023-12,LOAN,EUR
DE_A20_LOAN_00658,DE_PARTY_00179,PROT_00155,A20,1000,1271.83,2023-12,LOAN,EUR
DE_A20_LOAN_00659,DE_PARTY_00099,PROT_00333,A20,1000,1035.61,2023-12,LOAN,EUR
DE_A20_LOAN_00660,DE_PARTY_00127,PROT_00210,A20,1000,800.44,2023-12,LOAN,EUR
DE_A20_LOAN_00661,DE_PARTY_00103,PROT_00060,A20,1000,813.42,2023-12,LOAN,EUR
DE_A20_LOAN_00662,DE_PARTY_00063,PROT_00072,A20,1000,1107.34,2023-12,LOAN,EUR
DE_A20_LOAN_00663,DE_PARTY_00038,PROT_00024,A20,1000,815.1,2023-12,LOAN,EUR
DE_A20_LOAN_00664,DE_PARTY_00168,PROT_00485,A20,1000,736.31,2023-12,LOAN,EUR
DE_A20_LOAN_00665,DE_PARTY_00177,PROT_00020,A20,1000,1203.78,2023-12,LOAN,EUR
DE_A20_LOAN_00666,DE_PARTY_00002,PROT_00156,A20,1000,969.11,2023-12,LOAN,EUR
DE_A20_LOAN_00667,DE_PARTY_00193,PROT_00253,A20,1000,2784.32,2023-12,LOAN,EUR
DE_A20_LOAN_00668,DE_PARTY_00198,PROT_00060,A20,1000,230.16,2023-12,LOAN,EUR
DE_A20_LOAN_00669,DE_PARTY_00028,PROT_00050,A20,1000,2173.88,2023-12,LOAN,EUR
DE_A20_LOAN_00670,DE_PARTY_00200,PROT_00121,A20,1000,2385.15,2023-12,LOAN,EUR
DE_A20_LOAN_00671,DE_PARTY_00109,PROT_00455,A20,1000,325.49,2023-12,LOAN,EUR
DE_A20_LOAN_00672,DE_PARTY_00057,PROT_00276,A20,1000,919.43,2023-12,LOAN,EUR
DE_A20_LOAN_00673,DE_PARTY_00046,PROT_00070,A20,1000,903.7,2023-12,LOAN,EUR
DE_A20_LOAN_00674,DE_PARTY_00179,PROT_00199,A20,1000,485.34,2023-12,LOAN,EUR
DE_A20_LOAN_00675,DE_PARTY_00133,PROT_00233,A20,1000,708.16,2023-12,LOAN,EUR
DE_A20_LOAN_00676,DE_PARTY_00119,PROT_00190,A20,1000,579.99,2023-12,LOAN,EUR
DE_A20_LOAN_00677,DE_PARTY_00013,PROT_00344,A20,1000,3231.58,2023-12,LOAN,EUR
DE_A20_LOAN_00678,DE_PARTY_00143,PROT_00487,A20,1000,1979.84,2023-12,LOAN,EUR
DE_A20_LOAN_00679,DE_PARTY_00064,PROT_00381,A20,1000,2421.88,2023-12,LOAN,EUR
DE_A20_LOAN_00680,DE_PARTY_00032,PROT_00357,A20,1000,1741.27,2023-12,LOAN,EUR
DE_A20_LOAN_00681,DE_PARTY_00117,PROT_00485,A20,1000,573.6,2023-12,LOAN,EUR
DE_A20_LOAN_00682,DE_PARTY_00035,PROT_00277,A20,1000,824.4,2023-12,LOAN,EUR
DE_A20_LOAN_00683,DE_PARTY_00119,PROT_00215,A20,1000,1514.73,2023-12,LOAN,EUR
DE_A20_LOAN_00684,DE_PARTY_00171,PROT_00301,A20,1000,542.45,2023-12,LOAN,EUR
DE_A20_LOAN_00685,DE_PARTY_00136,PROT_00381,A20,1000,1732.23,2023-12,LOAN,EUR
DE_A20_LOAN_00686,DE_PARTY_00144,PROT_00373,A20,1000,977.67,2023-12,LOAN,EUR
DE_A20_LOAN_00687,DE_PARTY_00153,PROT_00080,A20,1000,901.87,2023-12,LOAN,EUR
DE_A20_LOAN_00688,DE_PARTY_00082,PROT_00454,A20,1000,1730.11,2023-12,LOAN,EUR
DE_A20_LOAN_00689,DE_PARTY_00194,PROT_00213,A20,1000,1474.28,2023-12,LOAN,EUR
DE_A20_LOAN_00690,DE_PARTY_00114,PROT_00336,A20,1000,909.4,2023-12,LOAN,EUR
DE_A20_LOAN_00691,DE_PARTY_00157,PROT_00051,A20,1000,2264.17,2023-12,LOAN,EUR
DE_A20_LOAN_00692,DE_PARTY_00185,PROT_00427,A20,1000,590.36,2023-12,LOAN,EUR
DE_A20_LOAN_00693,DE_PARTY_00130,PROT_00251,A20,1000,1634.23,2023-12,LOAN,EUR
DE_A20_LOAN_00694,DE_PARTY_00110,PROT_00316,A20,1000,1611.99,2023-12,LOAN,EUR
DE_A20_LOAN_00695,DE_PARTY_00141,PROT_00209,A20,1000,937.89,2023-12,LOAN,EUR
DE_A20_LOAN_00696,DE_PARTY_00115,PROT_00481,A20,1000,1373.4,2023-12,LOAN,EUR
DE_A20_LOAN_00697,DE_PARTY_00041,PROT_00488,A20,1000,533.09,2023-12,LOAN,EUR
DE_A20_LOAN_00698,DE_PARTY_00191,PROT_00144,A20,1000,1966.05,2023-12,LOAN,EUR
DE_A20_LOAN_00699,DE_PARTY_00122,PROT_00017,A20,1000,1010.73,2023-12,LOAN,EUR
DE_A20_LOAN_00700,DE_PARTY_00116,PROT_00354,A20,1000,825.29,2023-12,LOAN,EUR
DE_A20_LOAN_00701,DE_PARTY_00067,PROT_00190,A20,1000,2119.15,2023-12,LOAN,EUR
DE_A20_LOAN_00702,DE_PARTY_00193,PROT_00112,A20,1000,740.08,2023-12,LOAN,EUR
DE_A20_LOAN_00703,DE_PARTY_00064,PROT_00228,A20,1000,485.07,2023-12,LOAN,EUR
DE_A20_LOAN_00704,DE_PARTY_00164,PROT_00228,A20,1000,443.81,2023-12,LOAN,EUR
DE_A20_LOAN_00705,DE_PARTY_00071,PROT_00487,A20,1000,1624.52,2023-12,LOAN,EUR
DE_A20_LOAN_00706,DE_PARTY_00197,PROT_00121,A20,1000,523.8,2023-12,LOAN,EUR
DE_A20_LOAN_00707,DE_PARTY_00200,PROT_00438,A20,1000,3236.48,2023-12,LOAN,EUR
DE_A20_LOAN_00708,DE_PARTY_00134,PROT_00186,A20,1000,323.83,2023-12,LOAN,EUR
DE_A20_LOAN_00709,DE_PARTY_00125,PROT_00051,A20,1000,3125.15,2023-12,LOAN,EUR
DE_A20_LOAN_00710,DE_PARTY_00161,PROT_00352,A20,1000,1281.74,2023-12,LOAN,EUR
DE_A20_LOAN_00711,DE_PARTY_00062,PROT_00189,A20,1000,1065.65,2023-12,LOAN,EUR
DE_A20_LOAN_00712,DE_PARTY_00071,PROT_00279,A20,1000,814.37,2023-12,LOAN,EUR
DE_A20_LOAN_00713,DE_PARTY_00113,PROT_00462,A20,1000,1434.89,2023-12,LOAN,EUR
DE_A20_LOAN_00714,DE_PARTY_00020,PROT_00331,A20,1000,1104.1,2023-12,LOAN,EUR
DE_A20_LOAN_00715,DE_PARTY_00183,PROT_00184,A20,1000,2189.32,2023-12,LOAN,EUR
DE_A20_LOAN_00716,DE_PARTY_00074,PROT_00032,A20,1000,1209.43,2023-12,LOAN,EUR
DE_A20_LOAN_00717,DE_PARTY_00061,PROT_00204,A20,1000,1235.89,2023-12,LOAN,EUR
DE_A20_LOAN_00718,DE_PARTY_00070,PROT_00142,A20,1000,907.96,2023-12,LOAN,EUR
DE_A20_LOAN_00719,DE_PARTY_00086,PROT_00098,A20,1000,1091.38,2023-12,LOAN,EUR
DE_A20_LOAN_00720,DE_PARTY_00082,PROT_00496,A20,1000,1358.38,2023-12,LOAN,EUR
DE_A20_LOAN_00721,DE_PARTY_00139,PROT_00063,A20,1000,404.75,2023-12,LOAN,EUR
DE_A20_LOAN_00722,DE_PARTY_00021,PROT_00486,A20,1000,502.93,2023-12,LOAN,EUR
DE_A20_LOAN_00723,DE_PARTY_00036,PROT_00435,A20,1000,1763.97,2023-12,LOAN,EUR
DE_A20_LOAN_00724,DE_PARTY_00039,PROT_00422,A20,1000,1251.23,2023-12,LOAN,EUR
DE_A20_LOAN_00725,DE_PARTY_00060,PROT_00233,A20,1000,1011.28,2023-12,LOAN,EUR
DE_A20_LOAN_00726,DE_PARTY_00099,PROT_00047,A20,1000,1141.87,2023-12,LOAN,EUR
DE_A20_LOAN_00727,DE_PARTY_00178,PROT_00340,A20,1000,1391.19,2023-12,LOAN,EUR
DE_A20_LOAN_00728,DE_PARTY_00040,PROT_00109,A20,1000,816.89,2023-12,LOAN,EUR
DE_A20_LOAN_00729,DE_PARTY_00181,PROT_00329,A20,1000,707.96,2023-12,LOAN,EUR
DE_A20_LOAN_00730,DE_PARTY_00055,PROT_00328,A20,1000,1270.13,2023-12,LOAN,EUR
DE_A20_LOAN_00731,DE_PARTY_00017,PROT_00306,A20,1000,627.88,2023-12,LOAN,EUR
DE_A20_LOAN_00732,DE_PARTY_00107,PROT_00498,A20,1000,1442.76,2023-12,LOAN,EUR
DE_A20_LOAN_00733,DE_PARTY_00105,PROT_00011,A20,1000,406.59,2023-12,LOAN,EUR
DE_A20_LOAN_00734,DE_PARTY_00085,PROT_00026,A20,1000,2094.06,2023-12,LOAN,EUR
DE_A20_LOAN_00735,DE_PARTY_00139,PROT_00403,A20,1000,1499.55,2023-12,LOAN,EUR
DE_A20_LOAN_00736,DE_PARTY_00120,PROT_00171,A20,1000,1316.83,2023-12,LOAN,EUR
