instrument_id,protection_id,link_type
DE_A20_LOAN_00963,PROT_00391,COLLATERAL
DE_A20_LOAN_00964,PROT_00159,COLLATERAL
DE_A20_LOAN_00965,PROT_00472,COLLATERAL
DE_A20_LOAN_00966,PROT_00174,COLLATERAL
DE_A20_LOAN_00967,PROT_00180,COLLATERAL
DE_A20_LOAN_00968,PROT_00004,COLLATERAL
DE_A20_LOAN_00969,PROT_00093,COLLATERAL
DE_A20_LOAN_00970,PROT_00446,COLLATERAL
DE_A20_LOAN_00971,PROT_00074,COLLATERAL
DE_A20_LOAN_00972,PROT_00290,COLLATERAL
DE_A20_LOAN_00973,PROT_00337,COLLATERAL
DE_A20_LOAN_00974,PROT_00206,COLLATERAL
DE_A20_LOAN_00975,PROT_00036,COLLATERAL
DE_A20_LOAN_00976,PROT_00073,COLLATERAL
DE_A20_LOAN_00977,PROT_00380,COLLATERAL
DE_A20_LOAN_00978,PROT_00325,COLLATERAL
DE_A20_LOAN_00979,PROT_00498,COLLATERAL
DE_A20_LOAN_00980,PROT_00016,COLLATERAL
DE_A20_LOAN_00981,PROT_00047,COLLATERAL
DE_A20_LOAN_00982,PROT_00383,COLLATERAL
DE_A20_LOAN_00983,PROT_00272,COLLATERAL
DE_A20_LOAN_00984,PROT_00111,COLLATERAL
DE_A20_LOAN_00985,PROT_00193,COLLATERAL
DE_A20_LOAN_00986,PROT_00215,COLLATERAL
DE_A20_LOAN_00987,PROT_00233,COLLATERAL
DE_A20_LOAN_00988,PROT_00175,COLLATERAL
DE_A20_LOAN_00989,PROT_00081,COLLATERAL
DE_A20_LOAN_00990,PROT_00190,COLLATERAL
DE_A20_LOAN_00991,PROT_00160,COLLATERAL
DE_A20_LOAN_00992,PROT_00370,COLLATERAL
DE_A20_LOAN_00993,PROT_00167,COLLATERAL
DE_A20_LOAN_00994,PROT_00398,COLLATERAL
DE_A20_LOAN_00995,PROT_00483,COLLATERAL
DE_A20_LOAN_00996,PROT_00291,COLLATERAL
DE_A20_LOAN_00997,PROT_00306,COLLATERAL
DE_A20_LOAN_00998,PROT_00044,COLLATERAL
DE_A20_LOAN_00999,PROT_00453,COLLATERAL
